M1,IED1,IC1,M2,IED2,IC2,M3,IED3,IC3,M4,IED4,IC4,M5,IED5,IC5,M6,IED6,IC6
0.837252698478,0.369736842105,0.934676343822,0.837252698478,0.369736842105,0.934676343822,0.837252698478,0.369736842105,0.934676343822,0.777950907509,0.39243177381,0.720902450709,0.816263545439,0.344276829578,0.870505585521,0.526231202609,0.559392227975,0.451949457792
0.819139996014,0.362894736842,0.915952772667,0.819139996014,0.362894736842,0.915952772667,0.819139996014,0.362894736842,0.915952772667,0.760822050444,0.433783746921,0.749831237816,0.802403312822,0.363530521107,0.896787255568,0.508121564208,0.511073343076,0.430788007188
0.781260639464,0.346315789474,0.87908863724,0.781260639464,0.346315789474,0.87908863724,0.781260639464,0.346315789474,0.87908863724,0.744334769457,0.355241996837,0.771897788541,0.761175024643,0.353514149764,0.811659042157,0.448130306363,0.51380998504,0.394874485733
0.783714394406,0.350789473684,0.880970980339,0.783714394406,0.350789473684,0.880970980339,0.783714394406,0.350789473684,0.880970980339,0.739429699729,0.382335895613,0.738347690182,0.764765753016,0.363691464761,0.838782994052,0.435233985226,0.5617426305,0.389629433081
0.748666313233,0.336578947368,0.844685508824,0.748561332969,0.336198830409,0.844507193595,0.748666313233,0.336578947368,0.844685508824,0.718142164273,0.33542507092,0.741947807933,0.731843488424,0.362689908608,0.774617867442,0.408895677613,0.479119151832,0.391761083626
0.743949351477,0.338157894737,0.840605888672,0.742548555488,0.33730994152,0.839021059492,0.743949351477,0.338157894737,0.840605888672,0.709543534609,0.342753463957,0.733108258492,0.727996939033,0.326893841349,0.785683538045,0.388403281521,0.488704188477,0.366335539182
0.737865024143,0.337368421053,0.834442174379,0.737865024143,0.337368421053,0.834442174379,0.737865024143,0.337368421053,0.834442174379,0.708036210802,0.381108303539,0.736640697504,0.717484283447,0.345781689071,0.782150251325,0.384752231174,0.513080244692,0.358154111304
0.698302425005,0.312631578947,0.793030094235,0.69566437416,0.312109440267,0.790110243255,0.698302425005,0.312631578947,0.793030094235,0.674580253224,0.350543722808,0.718654399646,0.685056049644,0.315021411853,0.750208640319,0.339875854328,0.502340370431,0.321562232291
0.692041199175,0.308947368421,0.786124022151,0.691443732076,0.308756634233,0.785654460094,0.6930618347,0.309381050666,0.787332465807,0.675523614775,0.347373946512,0.709694651257,0.676334013757,0.368736153966,0.744086197983,0.352179991231,0.518129512823,0.338515538118
0.67614578308,0.306842105263,0.770944939772,0.67614578308,0.306842105263,0.770944939772,0.676161571861,0.307247284879,0.770921535909,0.654771895969,0.305707118995,0.629725459849,0.66476996623,0.332398258716,0.735330607197,0.322851453884,0.470959910466,0.322485099676
0.61497240302,0.287368421053,0.711579336714,0.608799416613,0.356976667368,0.664507614246,0.616110449116,0.289140341942,0.713100649407,0.596022618135,0.332789148572,0.651784018946,0.599754967371,0.286002872779,0.681606710631,0.325166457302,0.470699540941,0.347263152111
0.618500262984,0.286052631579,0.715841449138,0.616742697641,0.284850238341,0.713298604638,0.618757171301,0.289716403308,0.715750447728,0.603228886216,0.335284869483,0.631613373379,0.606144708817,0.29830666085,0.665656361779,0.314912833438,0.386590592501,0.355669793023
0.588718586608,0.277631578947,0.684361230339,0.590603390116,0.280315880669,0.68773482571,0.592230983302,0.27985281832,0.689116228715,0.570413138809,0.318432110075,0.581083609605,0.580246247259,0.280872158496,0.647186222488,0.30779068983,0.501355002372,0.321508288617
0.588028716808,0.277105263158,0.683960590706,0.584988272815,0.276438511609,0.68112217743,0.589365463735,0.281603999342,0.685241328273,0.564247050448,0.40902694865,0.573041777184,0.576333491725,0.294646999865,0.644267728713,0.307557143606,0.399921254629,0.330408343774
0.557056545561,0.265526315789,0.651933683666,0.544907316285,0.318508236801,0.618730057698,0.564321354012,0.267897305653,0.659599096033,0.534700331908,0.347317879483,0.553647334683,0.552803978864,0.271034531753,0.629546119758,0.228970579082,0.454441658277,0.297172976177
0.541093737151,0.256578947368,0.635247757718,0.524881530797,0.297839286202,0.586916002839,0.541498913818,0.256647677863,0.636338827307,0.504598541021,0.334078771093,0.513866087393,0.528758548971,0.265310764057,0.600453499732,0.255360238891,0.449941615772,0.290392237104
0.545734087082,0.259210526316,0.640079183593,0.539884125599,0.254686649051,0.632188342719,0.549234690399,0.260931660994,0.643794128324,0.522416217303,0.318435352274,0.540731758824,0.535648804614,0.268831091596,0.614373517295,0.283190457362,0.441789008168,0.302530133639
0.516924283173,0.250263157895,0.613401741162,0.518630476512,0.230552662498,0.582180394272,0.52229808093,0.249829946242,0.616710648672,0.471786724996,0.334158092955,0.490713237773,0.511182971872,0.261443963589,0.58843595313,0.229824075484,0.447104619706,0.288910350456
0.52241314067,0.255526315789,0.618833916411,0.511033063715,0.23225849049,0.621872004262,0.5227532218,0.255009370574,0.619174347228,0.487954848317,0.304290119245,0.51935167447,0.510551404445,0.257010903256,0.592021755366,0.22358287296,0.439064864555,0.276543853015
0.496235869906,0.242105263158,0.591745888241,0.496753333467,0.229270620701,0.607855592639,0.503222462592,0.245465968844,0.597536858968,0.458093547396,0.288336074772,0.482991162898,0.484311256001,0.252031037252,0.568535633785,0.222844847732,0.439832101713,0.291844477322
0.497580225797,0.245,0.593867596945,0.486973937245,0.353777272677,0.550078695694,0.49965373395,0.247771632299,0.596469951548,0.457373954252,0.33375389644,0.463948332992,0.490204145708,0.250799682967,0.578558314962,0.215642640354,0.413050843864,0.29371045676
0.470416262357,0.235526315789,0.566534566148,0.475675647312,0.236917098266,0.571275385038,0.463131428922,0.217744787686,0.570638182903,0.381819157885,0.317124018507,0.400289725956,0.45817509433,0.239030570514,0.54604548829,0.188528566977,0.499503410277,0.270858950282
0.461277742166,0.228684210526,0.555453699775,0.444770335697,0.308077909967,0.491551251577,0.463920484191,0.210654219998,0.589933677884,0.377786059639,0.415944190881,0.380149134567,0.450064764157,0.224123103514,0.541022114619,0.202890452504,0.50730215841,0.281009142344
0.448433362281,0.224473684211,0.544130857434,0.437956153259,0.402318555583,0.454633547224,0.439217603952,0.22074878211,0.542136909591,0.38444015813,0.405969812313,0.358003390239,0.425247634883,0.248001543922,0.503015510796,0.213384313189,0.460434753936,0.267445830772
0.454965867087,0.228421052632,0.551538470655,0.430435072626,0.32301667186,0.393729481552,0.455612570283,0.227444610065,0.566983500469,0.378494230919,0.44659012056,0.350999948128,0.438843515723,0.263902614229,0.501666018633,0.199545924875,0.4608736451,0.272814475748
0.43405846582,0.221052631579,0.530370952343,0.406678380015,0.46408026879,0.437656067223,0.450955319642,0.211412469733,0.560274514496,0.313000528228,0.414278637852,0.326451428648,0.409318473163,0.2563188482,0.477393330655,0.213325356232,0.488249753683,0.267179381296
0.421018327093,0.215526315789,0.516800018881,0.407216383062,0.411836984077,0.395858203506,0.417485916138,0.217750048628,0.519993568873,0.326793634271,0.377970325233,0.343429761064,0.385207647613,0.218676192619,0.471256197227,0.208402206512,0.42186838297,0.256834062531
0.38140017093,0.198421052632,0.475150826165,0.377201373916,0.387218030716,0.379184152788,0.391307162882,0.196086812197,0.50544322282,0.310522324521,0.318569985509,0.331402672037,0.370292944597,0.210698189282,0.454180293428,0.204738700153,0.391040906474,0.273901699328
0.358093228934,0.188947368421,0.453296375553,0.319023084101,0.64476039333,0.261837581558,0.38040082762,0.187310928353,0.482261412833,0.273423019189,0.307012025961,0.302612028451,0.34190839385,0.200528173285,0.431083678509,0.193943851678,0.429646253676,0.272255960082
0.334288585664,0.177894736842,0.428614190751,0.307772136251,0.559085676262,0.282030578855,0.360269754952,0.166898557877,0.483992776394,0.267870732719,0.374330801723,0.344932670446,0.325302683286,0.185068674804,0.42293082124,0.192755110573,0.473548283224,0.27090920056
